obs,year_pub,ref,full_ref,ch_reg,lat,long,yr_start,yr_end,duration,category,code,sgnfcnt,change,air_t,sst,prec,ao,nao,enso,land,location
1203,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,63.7,-147.12,1951,2000,50,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-147.12 63.7)
1204,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,60.85,-153.48,1957,2001,45,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-153.48 60.85)
1205,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,69.3,-143.7,1956,1995,40,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-143.7 69.3)
1206,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,63.24,-145.47,1954,2000,47,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-145.47 63.24)
1207,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,59.85,-138.9,1956,1994,39,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-138.9 59.85)
1208,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,59.85,-149.87,1950,1995,46,cryosphere,5,0,1,1,2,2,0,0,0,1,POINT(-149.87 59.85)
1209,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,60.32,-139.37,1959,2000,42,cryosphere,5,1,2,1,2,2,0,0,0,1,POINT(-139.37 60.32)
1210,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,59.53,-150.5,1952,1996,45,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-150.5 59.53)
1211,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,62.77,-151.3,1951,1994,44,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-151.3 62.77)
1212,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,60.7,-139.25,1977,2000,24,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-139.25 60.7)
1213,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,58.83,-136.89,1948,2000,53,cryosphere,5,0,2,1,2,2,0,0,0,1,POINT(-136.89 58.83)
1214,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,56.83,-132.38,1948,1999,52,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-132.38 56.83)
1215,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,58.36,-134.36,1948,1999,52,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-134.36 58.36)
1216,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,59.7,-150.38,1952,1996,45,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-150.38 59.7)
1217,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,59.42,-136.42,1956,1994,39,cryosphere,5,0,0,1,2,2,0,0,0,1,POINT(-136.42 59.42)
1218,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,59.71,-140.63,1972,2000,29,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-140.63 59.71)
1219,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,69.33,-143.82,1956,1993,38,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-143.82 69.33)
1220,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,59.78,-150.22,1950,1996,47,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-150.22 59.78)
1221,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,58.5,-134.53,1948,1999,52,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-134.53 58.5)
1222,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,61.93,-143.08,1957,2000,44,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-143.08 61.93)
1223,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,60,-149.98,1950,1996,47,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-149.98 60)
1224,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,59.85,-150.05,1950,1996,47,cryosphere,5,0,1,1,2,2,0,0,0,1,POINT(-150.05 59.85)
1225,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,60.77,-153.48,1957,2001,45,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-153.48 60.77)
1226,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,69.28,-143.7,1956,1994,39,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-143.7 69.28)
1227,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,63.46,-149.85,1957,1994,38,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-149.85 63.46)
1228,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,58.79,-136.79,1948,2000,53,cryosphere,5,0,2,1,2,2,0,0,0,1,POINT(-136.79 58.79)
1229,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,60.68,-145.18,1950,2000,51,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-145.18 60.68)
1230,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,61.05,-152.83,1957,2001,45,cryosphere,5,0,1,1,2,2,0,0,0,1,POINT(-152.83 61.05)
1231,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,60.63,-145.15,1950,2000,51,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-145.15 60.63)
1232,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,60.32,-150.03,1950,1995,46,cryosphere,5,0,1,1,2,2,0,0,0,1,POINT(-150.03 60.32)
1233,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,69.28,-147.7,1956,1994,39,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-147.7 69.28)
1234,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,63.52,-147.02,1950,2000,51,cryosphere,5,0,0,1,2,2,0,0,0,1,POINT(-147.02 63.52)
1235,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,58.62,-134.3,1948,1999,52,cryosphere,5,1,2,1,2,2,0,0,0,1,POINT(-134.3 58.62)
1236,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,60.92,-152.83,1957,2001,45,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-152.83 60.92)
1237,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,61.74,-146.43,1950,1999,50,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-146.43 61.74)
1238,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,63.43,-149.67,1950,1996,47,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-149.67 63.43)
1239,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,57.5,-132.1,1948,1999,52,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-132.1 57.5)
1240,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,60.78,-153.67,1957,2001,45,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-153.67 60.78)
1241,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,60,-150.4,1950,1994,45,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-150.4 60)
1242,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,60.12,-153.12,1957,2001,45,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-153.12 60.12)
1243,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,61.28,-146.2,1950,2000,51,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-146.2 61.28)
1244,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,63.26,-145.49,1957,1992,36,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-145.49 63.26)
1245,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,69.17,-144.05,1973,1993,21,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-144.05 69.17)
1246,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,60.45,-148.75,1950,1999,50,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-148.75 60.45)
1247,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,69.19,-143.7,1956,1995,40,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-143.7 69.19)
1248,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,61.17,-145.71,1950,1999,50,cryosphere,5,1,2,1,2,2,0,0,0,1,POINT(-145.71 61.17)
1249,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,61,-145.73,1950,2000,51,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-145.73 61)
1250,2004,"Atkinson, A. (2004)","Atkinson, A., Siegel V., Pakhomov, E. and Rothery, P. (2004). ""Long term decline in krill stock and increase in salps within the Southern Ocean."" Nature 432: 100-103",7,-55.5,-31.5,1929,2003,75,marine biological sytems,4,1,1,1,1,0,0,0,0,0,POINT(-31.5 -55.5)
1251,2004,"Atkinson, A. (2004)","Atkinson, A., Siegel V., Pakhomov, E. and Rothery, P. (2004). ""Long term decline in krill stock and increase in salps within the Southern Ocean."" Nature 432: 100-103",7,-52.5,-40.5,1929,2003,75,marine biological sytems,4,1,1,1,1,0,0,0,0,0,POINT(-40.5 -52.5)
1252,2004,"Atkinson, A. (2004)","Atkinson, A., Siegel V., Pakhomov, E. and Rothery, P. (2004). ""Long term decline in krill stock and increase in salps within the Southern Ocean."" Nature 432: 100-103",7,-55.5,-40.5,1929,2003,75,marine biological sytems,4,1,1,1,1,0,0,0,0,0,POINT(-40.5 -55.5)
1253,2004,"Atkinson, A. (2004)","Atkinson, A., Siegel V., Pakhomov, E. and Rothery, P. (2004). ""Long term decline in krill stock and increase in salps within the Southern Ocean."" Nature 432: 100-103",7,-58.5,-40.5,1929,2003,75,marine biological sytems,4,1,1,1,1,0,0,0,0,0,POINT(-40.5 -58.5)
1254,2004,"Atkinson, A. (2004)","Atkinson, A., Siegel V., Pakhomov, E. and Rothery, P. (2004). ""Long term decline in krill stock and increase in salps within the Southern Ocean."" Nature 432: 100-103",7,-61.5,-40.5,1929,2003,75,marine biological sytems,4,1,1,1,1,0,0,0,0,0,POINT(-40.5 -61.5)
1255,2004,"Atkinson, A. (2004)","Atkinson, A., Siegel V., Pakhomov, E. and Rothery, P. (2004). ""Long term decline in krill stock and increase in salps within the Southern Ocean."" Nature 432: 100-103",7,-58.5,-49.5,1929,2003,75,marine biological sytems,4,1,1,1,1,0,0,0,0,0,POINT(-49.5 -58.5)
1256,2004,"Atkinson, A. (2004)","Atkinson, A., Siegel V., Pakhomov, E. and Rothery, P. (2004). ""Long term decline in krill stock and increase in salps within the Southern Ocean."" Nature 432: 100-103",7,-61.5,-49.5,1929,2003,75,marine biological sytems,4,1,1,1,1,0,0,0,0,0,POINT(-49.5 -61.5)
1257,2004,"Atkinson, A. (2004)","Atkinson, A., Siegel V., Pakhomov, E. and Rothery, P. (2004). ""Long term decline in krill stock and increase in salps within the Southern Ocean."" Nature 432: 100-103",7,-61.5,-58.5,1929,2003,75,marine biological sytems,4,1,1,1,1,0,0,0,0,0,POINT(-58.5 -61.5)
1258,2004,"Atkinson, A. (2004)","Atkinson, A., Siegel V., Pakhomov, E. and Rothery, P. (2004). ""Long term decline in krill stock and increase in salps within the Southern Ocean."" Nature 432: 100-103",7,-64.5,-58.5,1929,2003,75,marine biological sytems,4,1,1,1,1,0,0,0,0,0,POINT(-58.5 -64.5)
1259,2004,"Atkinson, A. (2004)","Atkinson, A., Siegel V., Pakhomov, E. and Rothery, P. (2004). ""Long term decline in krill stock and increase in salps within the Southern Ocean."" Nature 432: 100-103",7,-64.5,-67.5,1929,2003,75,marine biological sytems,4,1,1,1,1,0,0,0,0,0,POINT(-67.5 -64.5)
1260,2004,"Atkinson, A. (2004)","Atkinson, A., Siegel V., Pakhomov, E. and Rothery, P. (2004). ""Long term decline in krill stock and increase in salps within the Southern Ocean."" Nature 432: 100-103",7,-52.5,-31.5,1929,2003,75,marine biological sytems,4,1,1,1,1,0,0,0,0,0,POINT(-31.5 -52.5)
1261,2004,"Atkinson, A. (2004)","Atkinson, A., Siegel V., Pakhomov, E. and Rothery, P. (2004). ""Long term decline in krill stock and increase in salps within the Southern Ocean."" Nature 432: 100-103",7,-55.5,-31.5,1929,2003,75,marine biological sytems,4,1,1,1,1,0,0,0,0,0,POINT(-31.5 -55.5)
1262,2004,"Atkinson, A. (2004)","Atkinson, A., Siegel V., Pakhomov, E. and Rothery, P. (2004). ""Long term decline in krill stock and increase in salps within the Southern Ocean."" Nature 432: 100-103",7,-52.5,-40.5,1929,2003,75,marine biological sytems,4,1,1,1,1,0,0,0,0,0,POINT(-40.5 -52.5)
